,title,post_publish_time,code_name,content
302,百利电气：主力资金连续16天净流出累计1.05亿元（10-26）,2020-10-26 17:05:33,600468.sh,百利电气2020年10月26日收报5.03元，涨跌幅-0.40%，换手率0.35%。当日该股主力资金流入116.74万元，流出171.91万元，主力净流出55.17万元。当日散户资金流入1838.86万元，流出1783.69万元，散户净流入55.17万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1810/4059，近五日内该股主力资金总体呈流出状态，五日共净流出1009.64万元。
303,百利电气：主力资金连续15天净流出累计1.04亿元（10-23）,2020-10-23 16:24:03,600468.sh,百利电气2020年10月23日收报5.05元，涨跌幅-0.98%，换手率0.32%。当日该股主力资金流入51.1万元，流出142.86万元，主力净流出91.76万元。当日散户资金流入1729.14万元，流出1637.38万元，散户净流入91.76万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1514/4056，近五日内该股主力资金总体呈流出状态，五日共净流出1021.2万元。
304,百利电气：主力资金连续14天净流出累计1.03亿元（10-22）,2020-10-22 16:02:22,600468.sh,百利电气2020年10月22日收报5.1元，涨跌幅0.39%，换手率0.57%。当日该股主力资金流入319.08万元，流出681.86万元，主力净流出362.78万元。其中，超大单流入0元，流出174.81万元，净流出174.81万元。当日散户资金流入2909.26万元，流出2546.48万元，散户净流入362.78万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2721/4055，近五日内该股主力资金总体呈流出状态，五日共净流出1109.1万元。
305,百利电气：主力资金连续13天净流出累计9956.47万元（10-21）,2020-10-21 16:03:02,600468.sh,百利电气2020年10月21日收报5.08元，涨跌幅-1.36%，换手率0.48%。当日该股主力资金流入308.66万元，流出568.78万元，主力净流出260.12万元。当日散户资金流入2393.73万元，流出2133.61万元，散户净流入260.12万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2129/4053，近五日内该股主力资金总体呈流出状态，五日共净流出1154.56万元。
306,百利电气：主力资金连续12天净流出累计9696.35万元（10-20）,2020-10-20 15:53:01,600468.sh,百利电气2020年10月20日收报5.15元，涨跌幅-1.15%，换手率0.70%。当日该股主力资金流入420.18万元，流出659.98万元，主力净流出239.8万元。当日散户资金流入3500.31万元，流出3260.51万元，散户净流入239.8万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2701/4051，近五日内该股主力资金总体呈流出状态，五日共净流出1665.41万元。
307,百利电气：主力资金连续11天净流出累计9456.55万元（10-19）,2020-10-19 15:48:42,600468.sh,百利电气2020年10月19日收报5.21元，涨跌幅1.96%，换手率1.49%。当日该股主力资金流入1176.18万元，流出1242.93万元，主力净流出66.74万元。其中，超大单流入0元，流出252.05万元，净流出252.05万元。当日散户资金流入7239.96万元，流出7173.22万元，散户净流入66.74万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1585/4050，近五日内该股主力资金总体呈流出状态，五日共净流出1820.53万元。
322,百利电气：主力资金净流出3299.04万，净占比-37.70%（09-25）,2020-09-25 15:51:01,600468.sh,百利电气2020年9月25日收报5.55元，涨跌幅-10.05%，换手率1.36%。当日该股主力资金流入708.73万元，流出4007.77万元，主力净流出3299.04万元。其中，超大单流入0元，流出608.18万元，净流出608.18万元。当日散户资金流入8008.67万元，流出4709.62万元，散户净流入3299.04万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名3823/4029，近五日内该股主力资金总体呈流出状态，五日共净流出2563.16万元。
323,百利电气：主力资金净流入27.2万，净占比0.56%（09-24）,2020-09-24 15:46:50,600468.sh,百利电气2020年9月24日收报6.17元，涨跌幅0.65%，换手率0.72%。当日该股主力资金流入1072.42万元，流出1045.22万元，主力净流入27.2万元。其中，超大单流入292.73万元，流出425.39万元，净流出132.66万元。当日散户资金流入3682.3万元，流出3709.49万元，散户净流出27.2万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名551/4025，近五日内该股主力资金总体呈流入状态，五日共净流入370.84万元。
324,百利电气：主力资金净流入558.47万，净占比8.48%（09-23）,2020-09-23 15:46:08,600468.sh,百利电气2020年9月23日收报6.13元，涨跌幅2.51%，换手率0.97%。当日该股主力资金流入1634.34万元，流出1075.87万元，主力净流入558.47万元。其中，超大单流入191.56万元，流出315.35万元，净流出123.79万元。当日散户资金流入4857万元，流出5415.46万元，散户净流出558.47万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名516/4021，近五日内该股主力资金总体无进出，五日共净流出30.94万元。
325,百利电气：主力资金净流出94.94万，净占比-1.87%（09-22）,2020-09-22 15:35:10,600468.sh,百利电气2020年9月22日收报5.98元，涨跌幅-0.50%，换手率0.75%。当日该股主力资金流入618.19万元，流出713.12万元，主力净流出94.94万元。当日散户资金流入4360.14万元，流出4265.2万元，散户净流入94.94万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1446/4019，近五日内该股主力资金总体呈流出状态，五日共净流出959.39万元。
326,百利电气：主力资金净流入245.16万，净占比3.56%（09-21）,2020-09-21 15:33:25,600468.sh,百利电气2020年9月21日收报6.01元，涨跌幅4.52%，换手率1.03%。当日该股主力资金流入1064.61万元，流出819.45万元，主力净流入245.16万元。当日散户资金流入5715.63万元，流出5960.79万元，散户净流出245.16万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名516/4015，近五日内该股主力资金总体呈流出状态，五日共净流出1089.61万元。
327,百利电气：主力资金连续8天净流出累计2977.09万元（09-18）,2020-09-18 15:34:08,600468.sh,百利电气2020年9月18日收报5.75元，涨跌幅1.05%，换手率0.49%。当日该股主力资金流入527.44万元，流出892.48万元，主力净流出365.05万元。其中，超大单流入101.12万元，流出94.15万元，净流入6.97万元。当日散户资金流入2541.91万元，流出2176.86万元，散户净流入365.05万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2982/4010，近五日内该股主力资金总体呈流出状态，五日共净流出1367.31万元。
328,百利电气：主力资金连续7天净流出累计2612.04万元（09-17）,2020-09-17 15:36:37,600468.sh,百利电气2020年9月17日收报5.69元，涨跌幅-1.04%，换手率0.43%。当日该股主力资金流入279.54万元，流出654.13万元，主力净流出374.58万元。其中，超大单流入0元，流出5.06万元，净流出5.06万元。当日散户资金流入2426.47万元，流出2051.88万元，散户净流入374.58万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2759/4008，近五日内该股主力资金总体呈流出状态，五日共净流出1143.62万元。
329,百利电气盘中最高6.62元，股价连续两日创近一年新高,2020-08-31 15:27:00,600468.sh,8月31日，百利电气盘中最高价6.62元，股价连续两日创近一年新高。截至收盘，百利电气最新价为6.45元，上涨4.2%，全日成交金额达到1.47亿元，换手率2.04%。根据最新收盘价进行计算，百利电气总市值为72.36亿元。
330,百利电气盘中最高6.3元，股价创近一年新高,2020-08-28 15:35:06,600468.sh,8月28日，百利电气盘中最高价6.3元，股价创近一年新高。截至收盘，百利电气最新价为6.19元，上涨0.81%，全日成交金额达到1.12亿元，换手率1.62%。根据最新收盘价进行计算，百利电气总市值为69.45亿元。 Choice数据显示，百利电气近一年的前次股价高点出现在2020年8月11日，当日最高价为6.28元(前复权)，短期内未能突破前次高点，股价最低于2020年8月25日下探5.7元(前复权)。8月25日至8月28日，百利电气累计涨跌幅为6.91%。 横向与市场指数和所属行业进行比较，2020年8月25日至2020年8月28日区间内，上证指数同期上涨0.9%，申万二级行业高低压设备同期上涨1.68%。个股表现跑赢上证指数，强于所属申万行业指数。 从全市场来看，8月28日沪深两市共有西部牧业、永清环保、富瑞特装等99只股票价格创近一年新高。其中西部牧业股价已连续六日创下近一年盘中最高价。
331,百利电气：2020上半年归母净利润同比增长24.6%，约为4061万元,2020-08-27 17:53:38,600468.sh,百利电气于2020年8月28日披露中报，公司2020上半年实现营业总收入9.4亿，同比增长28%；实现归母净利润4060.6万，同比增长24.6%；每股收益为0.04元。报告期内，公司毛利率为23.5%，同比提高4.9个百分点，净利率为5.1%，基本维持上年同期水平。
332,【图解中报】百利电气2020年上半年净利润4061万元 同比增长24.63%,2020-08-27 17:03:47,600468.sh,"百利电气8月28日最新公布的2020年中报显示，其营业收入9.41亿元，同比增长27.96%；归属于上市公司股东的净利润4061万元，同比增长24.63%。基本每股收益0.0373元。 近年来，公司的业绩情况如下表所示： 近8年来，该公司同期营业收入及增速情况如下图： 同期，该公司归属上市公司股东净利润及增速情况如下图： 面对复杂多变的经济环境,公司紧密围绕2020年度经营目标和既定发展战略,针对客户需求和行业趋势的变化,持续调整产品结构,加大产品研发力度,提升生产装备工艺,积极开拓市场,实现2020年上半年经营业绩较快增长。截至本报告期末,公司总资产352,165.84万元,比上年度末增长6.88%;归属于上市公司股东的净资产174,191.11万元,比上年度末增长3.50%。报告期内,公司实现营业收入94,087.30万元,同比增长27.96%;实现归属于上市公司股东的净利润4,060.65万元,同比增长24.63%;实现归属于上市公司股东的扣除非经常性损益的净利润3,368.78万元,同比增长51.10%。整合荣信兴业公司2019年12月,公司完成荣信兴业公司86.735%股权收购工作。报告期内,公司一方面在保持荣信兴业公司原有核心骨干团队稳定的基础上,理顺管理流程,加强内部控制和基础管理工作;另一方面,构筑企业核心凝聚力,保障荣信兴业公司平稳过度并促进各项业务取得良性发展,增强公司整体盈利能力。提升装备水平装备水平是制造类企业的核心竞争力之一。"
333,百利电气：2020上半年净利润同比增长24.63%,2020-08-27 16:25:54,600468.sh,百利电气（600468）发布中报，2020上半年实现营业总收入9.41亿元，同比增长27.96%；归属母公司股东净利润4060.65万元，同比增长24.63%；基本每股收益为0.0373元。
334,百利电气盘中最高6.28元，股价创近一年新高,2020-08-11 15:33:39,600468.sh,8月11日，百利电气盘中最高价6.28元，股价创近一年新高。截至收盘，百利电气最新价为6.08元，上涨1.16%，全日成交金额达到1.74亿元，换手率2.54%。根据最新收盘价进行计算，百利电气总市值为68.21亿元。 Choice数据显示，百利电气近一年的前次股价高点出现在2020年8月4日，当日最高价为6.13元(前复权)，短期内未能突破前次高点，股价最低于2020年8月6日下探5.68元(前复权)。8月6日至8月11日，百利电气累计涨跌幅为4.11%。 横向与市场指数和所属行业进行比较，2020年8月6日至2020年8月11日区间内，上证指数同期下跌1.36%，申万二级行业高低压设备同期下跌0.98%。个股表现跑赢上证指数，强于所属申万行业指数。 从全市场来看，8月11日沪深两市共有东莞控股、*ST大洲、塔牌集团等132只股票价格创近一年新高。其中东莞控股股价已连续九日创下近一年盘中最高价。
335,大宗交易：百利电气成交2925.78万元，折价6.30%（08-07）,2020-08-07 18:01:48,600468.sh,2020年8月7日，百利电气发生1笔大宗交易，总成交531.96万股，成交金额2925.78万元，成交价5.50元，折价6.30%。
336,大宗交易：百利电气成交2750万元，折价5.82%（08-06）,2020-08-06 18:31:05,600468.sh,2020年8月6日，百利电气发生1笔大宗交易，总成交500万股，成交金额2750万元，成交价5.50元，折价5.82%。
337,百利电气天津子公司违法宣传 改正后未受行政处罚,2020-08-06 15:42:16,600468.sh,天津市西青区市场监督管理局网站昨日公布的不予行政处罚决定书(津青市监执四不罚字〔2020〕36号)显示，天津市百利电气有限公司(简称“百利有限公司”)在涉及专利产品广告中未标明专利号和专利种类案。2020年6月24日，天津市西青区市场监督管理局接举报，反映百利有限公司在公司网站宣传中，宣传“TM40...
345,百利电气盘中最高5.68元，股价创近一年新高,2020-07-07 15:49:03,600468.sh,7月7日，百利电气盘中最高价5.68元，股价创近一年新高。截至收盘，百利电气最新价为5.46元，上涨3.61%，全日成交金额达到1.36亿元，换手率2.25%。根据最新收盘价进行计算，百利电气总市值为61.26亿元。 Choice数据显示，百利电气近一年的前次股价高点出现在2020年4月22日，当日最高价为5.41元(前复权)，后市未能突破前次高点，股价最低于2020年5月22日下探4.11元(前复权)。以最低点为区间起点计算，2020年5月22日至2020年7月7日，百利电气区间累计涨幅达到31.57%。 横向与市场指数和所属行业进行比较，2020年5月22日至2020年7月7日区间内，上证指数同期上涨18.89%，申万二级行业高低压设备同期上涨9.72%。个股表现跑赢上证指数，强于所属申万行业指数。 从全市场来看，7月7日沪深两市共有光大证券、招商证券、华荣股份等344只股票价格创近一年新高。其中光大证券股价已连续九日创下近一年盘中最高价。
347,百利电气：2019年扣非净利润为4083万元 同比增长75.06%,2020-04-29 21:15:11,600468.sh,4月28日晚间，百利电气发布2019年度报告和2020年一季报。报告显示，公司去年营业收入为15.69亿元，同比增长15.64%，扣除非经常性损益的净利润为4083万元，同比增长75.06%。今年一季度，公司营业收入为4.08亿元，同比增长12.16%，扣除非经常性损益的净利润为1357万元，同比增...
348,百利电气：2019年净利润同比增长19.49%,2020-04-28 19:38:25,600468.sh,百利电气（600468）发布年报，2019年实现营业总收入15.69亿元，同比增长15.64%；归属母公司股东净利润5631.12万元，同比增长19.49%；基本每股收益为0.0516元。
349,百利电气盘中最高5.41元，股价创近一年新高,2020-04-22 15:54:13,600468.sh,4月22日，百利电气盘中最高价5.41元，股价创近一年新高。截至收盘，百利电气最新价为5.18元，下跌1.89%，全日成交金额达到1.09亿元，换手率1.85%。根据最新收盘价进行计算，百利电气总市值为58.11亿元。 Choice数据显示，百利电气近一年的前次股价高点出现在2020年4月15日，当日最高价为5.38元(前复权)，短期内未能突破前次高点，股价最低于2020年4月21日下探4.88元(前复权)。4月21日至4月22日，百利电气累计涨跌幅为-1.89%。 横向与市场指数和所属行业进行比较，2020年4月21日至2020年4月22日区间内，上证指数同期上涨0.6%，申万二级行业高低压设备同期上涨0.66%。个股表现跑输上证指数，弱于所属申万行业指数。 从全市场来看，4月22日沪深两市共有天下秀、美尔雅、国电南自等55只股票价格创近一年新高。其中天下秀股价已连续六日创下近一年盘中最高价。
350,百利电气盘中最高5.25元，股价连续两日创近一年新高,2020-04-13 15:55:13,600468.sh,4月13日，百利电气盘中最高价5.25元，股价连续两日创近一年新高。截至收盘，百利电气最新价为5.07元，上涨2.42%，全日成交金额达到1.93亿元，换手率3.41%。根据最新收盘价进行计算，百利电气总市值为56.88亿元。
351,百利电气盘中最高5.06元，股价创近一年新高,2020-04-10 15:48:38,600468.sh,4月10日，百利电气盘中最高价5.06元，股价创近一年新高。截至收盘，百利电气最新价为4.95元，上涨5.77%，全日成交金额达到1.77亿元，换手率3.28%。根据最新收盘价进行计算，百利电气总市值为55.53亿元。 Choice数据显示，百利电气近一年的前次股价高点出现在2019年4月24日，当日最高价为4.96元(前复权)，后市未能突破前次高点，股价最低于2020年2月4日下探3.13元(前复权)。以最低点为区间起点计算，2020年2月4日至2020年4月10日，百利电气区间累计涨幅达到48.65%。 横向与市场指数和所属行业进行比较，2020年2月4日至2020年4月10日区间内，上证指数同期上涨0.48%，申万二级行业高低压设备同期上涨15.64%。个股表现跑赢上证指数，强于所属申万行业指数。 从全市场来看，4月10日沪深两市共有新天然气、华海药业、昂利康等35只股票价格创近一年新高。其中新天然气股价已连续五日创下近一年盘中最高价。
352,百利电气：百利装备集团转让液压集团100%股权方案已经董事会审议通过,2020-03-17 16:38:51,600468.sh,3月16日晚，百利电气(600468)发布关于控股股东混改进展公告。公告称，百利装备集团拟转让其所持有的液压集团100%股权，且方案已经百利装备集团董事会审议通过。通过股权转让，将引入三个战略投资者，分别持有液压集团40%、40%、20%的股权，百利装备集团不再持有液压集团股权，同时，战略投资者必须...
353,百利电气：控股股东液压集团拟重启混改事宜,2019-11-29 19:19:05,600468.sh,百利电气(600468)11月29日晚公告，公司控股股东液压集团拟重新启动混合所有制改革工作。不过，重启混改仍需开展审计、评估、具体方案确定、履行国资程序等工作，改革的时间、进度存在不确定性。公告称，本次混合所有制改革涉及公司控股股东液压集团股权变动，鉴于目前混合所有制改革具体方案尚未确定，混合所有制改革是否将导致公司实际控制人发生变化尚无法判断。目前，液压集团直接持有上市公司51.66%股份。
354,百利电气：控股股东拟重启混改事宜,2019-11-29 18:26:08,600468.sh,百利电气(600468)11月29日晚间公告，经天津百利装备集团研究决定，拟重新启动公司控股股东液压集团混合所有制改革工作。本次混合所有制改革涉及公司控股股东液压集团股权变动，鉴于目前混合所有制改革具体方案尚未确定，混合所有制改革是否将导致公司实际控制人发生变化尚无法判断。
355,拟6亿元收购荣信兴业 百利电气系列并购效果不错,2019-11-25 06:45:49,600468.sh,围绕主业开展收购，百利电气正一步一个脚印打造围绕电力主业的产业集群。近日，百利电气计划斥资6.31亿元收购梦网集团持有的荣信兴业86.735%股权及配套资产，布局大功率电力电子设备，以进一步做大做强主业。11月5日，百利电气发布公告，公司拟以现金6.31亿元收购梦网集团所持有的荣信兴业86.735%...
356,百利电气回复问询函：标的公司盈利能力较强 不存在重大财务风险,2019-11-17 22:28:28,600468.sh,11月16日，百利电气(600468.SH)公告回复上交所问询函，公司认为荣信兴业具有行业竞争力，盈利能力较强，不存在重大财务风险。本次收购有利于百利电气优化产业结构和产品结构，发挥协同效应，增强核心竞争力、抗风险能力和盈利能力，收购决策具有合理性。公司在回复函中称，因公司募投项目立项较早，加之项目...
357,梦网集团清盘电力电子业务 百利电气拟6.3亿元照单全收,2019-11-05 06:56:10,600468.sh,这是一起颇有意思的A股公司收购另一家A股公司拟剥离业务的案例。百利电气4日晚间公告，公司拟以现金支付方式向梦网集团收购其所持有的辽宁荣信兴业电力技术有限公司86.735%股权及配套资产，交易总价约为6.3亿元。根据公告，本次标的股权的转让价款约为4.96亿元，配套资产价款约为1.35亿元，资金来源拟...
358,百利电气: 拟收购梦网集团旗下荣信兴业股权,2019-11-04 19:40:07,600468.sh,百利电气(600468)11月4日晚公告称，公司拟以现金收购梦网集团所持荣信兴业86.74%股权及配套资产，交易总价为6.31亿元。转让方业绩承诺为：2019年、2020年、2021年净利润分别不低于6000万元、7000万元和8000万元。本次交易完成后，荣信兴业将成为公司控股子公司，公司现有电气...
359,我国钠镍电池将6月份首次走出国门 百利电气等4只受益股或迎来布局良机,2019-05-28 15:08:49,600468.sh,据悉，日前，由超威集团主导的国内首个钠镍电池储能试点项目建成投用。目前，超威钠盐电池项目已进入试生产阶段，本月将全面量产下线。钠镍电池单体比能量达到135Wh/kg，寿命是锂电池的2倍至5倍，组成系统后，体积比锂电池系统小50%以上，全生命周期成本比锂电池低50%。据人民网报道，位于浙江湖州长兴经济...
360,天津力神甩卖亏损芯片子公司 百利电气欲接盘南大强芯控股权,2019-03-22 11:02:49,600468.sh,作为拥有17年历史的电池管理系统芯片设计研发部门，正遭大股东天津力神剥离。3月18日，天津百利特精电气股份有限公司(以下简称百利电气，600468.SH)通过天津产权交易中心，公开摘牌受让天津力神持有的南大强芯51%股权，挂牌底价58万元。 交易信息显示，百利电气拟通过天津产权交易中心以公开摘牌的方式，以自有资金受让天津力神电池股份有限公司(以下简称“天津力神”)持有的天津南大强芯半导体芯片设计有限公司(以下简称“南大强芯”)51%股权。股权转让底价为58.1万元。 而在此前的3月15日，百利电气已经通过召开董事会七届六次会议的形式，审议通过了《关于公开摘牌受让南大强芯51%股权的议案》。 据悉，天津力神创立于1997年，注册资本12.5亿元，具有100亿瓦时锂离子蓄电池的年生产能力，是国内少数投资规模最大、技术水平最高的锂离子电池生产企业之一，2018年动力电池装机总量全国第四。根据近几年的营业数据显示，天津力神在盈利方面并不稳定。2015年起天津力神实现扭亏，盈利近7000万元，2016年盈利达2.85亿元。不过，2017年起其净利润重现亏损，达3.48亿元。 作为一家专业从事芯片设计研发的公司，南大强芯主要为天津力神提供电池管理系统的芯片设计研发。来自启信宝的数据显示，南大强芯成立于2002年10月，注册资本1000万元。在其目前的股权结构上，天津力神为控股股东，持股59.50%；天津强芯半导体芯片设计有限公司为第二大股东，持股21%。而一旦上述股权交易完成，百利电气也将接替天津力神成为南大强芯第一大股东。天津力神亦将以8.5%的股权继续位列其第三大股东。 值得一提的是，南大强芯在去年的盈利情况并不理想。截至2018年11月30日(未经审计)的官方数据显示，2018年南大强芯营业收入122.19万元，亏损38.68万元，负债316.62万元。而与2017年营业数据相比，南大强芯总资产减少了56.7万元，营业收入也降低了27.6万元。 对于缘何收购南大强芯，百利电气方面则表示，通过收购、兼并等方式，将产业向上、下游延伸，符合企业发展战略。收购完成后，南大强芯也将成为百利电气控股子公司，纳入公司合并报表范围。 启信宝的数据显示，百利电气是一家以输配电设备为主营产品的上市公司，是天津装备制造业主体天津百利机械装备集团有限公司旗下唯一控股上市企业。产品涉及输配电及控制设备、高低压电器元件及成套设备、互感器、泵、电控辅件等领域。 另据近三年财报数据显示，百利电气盈利增幅逐渐趋缓。2016年百利电气净利润0.53亿，同比增长275.22%；2017年净利润0.66亿，同比增长24.2%；截至2018年第三季度，其净利润为4668万元，同比下降1.58%。 百利电气同时提醒，由于南大强芯在企业文化、经营模式和内部管理体系等方面与其现有体系存在一定差异，南大强芯未来盈利能力将取决于整体经营环境等多方面因素。而能否实现平稳融合，仍存在一定不确定性。
375,控股股东拟引入战投进行混改 百利电气实控人或变更,2017-10-30 09:32:11,600468.sh,10月29日晚间，百利电气(600468)公告称，近日，公司收到控股股东液压集团和公司间接控制人天津百利机械装备集团有限公司通知，为深化国有企业改革，创新体制机制，液压集团拟进行混合所有制改革，通过增资扩股的方式实现天津百利机械装备集团有限公司及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致本公司实际控制人发生变更。  公告称，本次液压集团混合所有制改革，拟在天津产权交易中心公开进行交易，择优选择两名战略投资者对液压集团在其评估值基础上进行增资扩股，并实现天津百利机械装备集团有限公司及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。 资料显示，液压集团作为本公司控股股东，直接持有本公司51.04%股权。该公司是国有独资公司天津百利机械装备集团有限公司的全资子公司。本次混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致本公司实际控制人发生变更。 截至目前，液压集团混合所有制改革方案已履行完该公司及其控股股东——天津百利机械装备集团有限公司的董事会等相关内部决策程序并已完成相应的审计、评估工作。立信会计师事务所和北京中企华资产评估有限责任公司分别对液压集团进行了审计、评估，出具了专项报告，对于评估机构做出的评估值亦按照国资的相关规定进行了审核与备案。 公司同日晚间发布的2017年三季报显示，今年前三季度，公司实现营业收入9.52亿元，同比增长34.29%，实现归属于上市公司股东的净利润4743.14万元，同比增长21.58%。基本每股收益0.0585元/股。  随着液压集团混改开启，天津国企改革正进一步加速。今年年初，天津市国资委公布了今年混改的目标任务，拟在5-6家集团开展集团层面混改试点，力争完成两家试点，2018年全面推开。对二级及以下企业，本着“靓女先嫁”的原则，今年计划安排30%左右混改，2018年重点推进，2019年收尾，确保各项改革任务落地结果。 今年6月6日，在天津融洽会期间举行的“天津市国有企业混改暨海河产业基金推介对接会”上，天津市国企混改更是抛出了大手笔，推出了由几十家天津市属集团梳理的200个混改招商项目，拟为天津市国有企业引入发展资金1100多亿元。这些混改招商项目中，一级集团层级混改项目20个，引资规模超百亿的就有4个。 天津市国资委副主任杨宏彦表示：“国企混改的首要目标是解决体制机制问题。天津市国企混改层级由二级以下企业提升到一级集团层面，由‘少数靓女先嫁’提升到靓女、平女、丑女‘三女齐嫁’。天津市要引入真正的战略投资者推进分类国企改革，在竞争性国企股权结构改革中国有资本可控股也可不控股。” 据悉，天津市确立了“一二三”的国企改革思路，即一个总要求、两大块工作、三个一批重点改革任务。一个总要求是指，除涉及国家安全领域的国有企业全部进行混改。两大块工作是指，推进改革和稳妥安置职工。三个一批重点改革任务是指，稳妥推进公益性国企改革、全面推进竞争性国企混改、统筹推进要素剥离重整混改。
376,百利电气控股股东拟进行混改,2017-10-30 02:41:25,600468.sh,百利电气10月29日晚公告称，近日，百利电气收到控股股东天津液压机械(集团)有限公司(简称“液压集团”)和公司间接控制人天津百利机械装备集团有限公司(简称“百利机械”)通知，为深化国有企业改革，创新体制机制，液压集团拟进行混合所有制改革，通过增资扩股的方式实现天津百利机械装备集团有限公司及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。 公司称，混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致上市公司实际控制人发生变更。  公告称，本次液压集团混合所有制改革，拟在天津产权交易中心公开进行交易，择优选择两名战略投资者对液压集团在其评估值基础上进行增资扩股，并实现百利机械及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。 资料显示，液压集团作为百利电气控股股东，直接持有上市公司51.04%股权。该公司是国有独资公司百利机械的全资子公司。本次混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致上市公司实际控制人发生变更。 截至目前，液压集团混合所有制改革方案已履行完该公司及该公司控股股东百利机械的董事会等相关内部决策程序并已完成相应的审计、评估工作。立信会计师事务所和北京中企华资产评估有限责任公司分别对液压集团进行了审计、评估，出具了专项报告。对于评估机构做出的评估值亦按照国资委的相关规定进行了审核与备案。 公司同日晚发布的2017年三季报显示，今年前三季度，公司实现营业收入9.52亿元，同比增长34.29%，实现归属于上市公司股东的净利润4743.14万元，同比增长21.58%。基本每股收益0.0585元/股。  随着液压集团混改开启，天津国企改革正进一步加速。 今年年初，天津市国资委公布了今年混改的目标任务，拟在5-6家集团开展集团层面混改试点，力争完成两家试点，2018年全面推开。对二级及以下企业，本着“靓女先嫁”的原则，今年计划安排30%左右混改，2018年重点推进，2019年收尾，确保各项改革任务落地结果。 今年6月6日，在天津融洽会期间，天津市国企混改更是抛出了大手笔，推出了由几十家天津市属集团梳理的200个混改招商项目，拟为天津市国有企业引入发展资金1100多亿元。这些混改招商项目中，一级集团层级混改项目20个，引资规模超百亿的就有4个。 天津市国资委副主任杨宏彦表示：“国企混改的首要目标是解决体制机制问题。天津市国企混改层级由二级以下企业提升到一级集团层面，由‘少数靓女先嫁’提升到靓女、平女、丑女‘三女齐嫁’。天津市要引入真正的战略投资者推进分类国企改革，在竞争性国企股权结构改革中国有资本可控股也可不控股。” 据悉，天津市确立了“一二三”的国企改革思路，即一个总要求、两大块工作、三个一批重点改革任务。一个总要求是指，除涉及国家安全领域的国有企业全部进行混改。两大块工作是指，推进改革和稳妥安置职工。三个一批重点改革任务是指，稳妥推进公益性国企改革、全面推进竞争性国企混改、统筹推进要素剥离重整混改。
377,百利电气第三季度扣非净利润增长逾600%,2017-10-29 22:11:20,600468.sh,10月29日晚，百利电气披露2017年三季度报告。报告期内，公司营业收入同比增长34.29%，净利润同比增长21.58%，尤为突出的是归属于上市公司股东的扣除非经常性损益的净利润，报告期内实现同比增长602.92%。营收和利润的增长得益于近年来百利电气对苏州贯龙电磁线公司、成都瑞联电气公司等业内盈利能力较强的企业的并购整合取得了良好的收效。 同时，百利电气在三季报“重要事项进展情况及其影响和解决方案的分析”中说明了拟与瑞士菲兹索尼克公司成立合资公司的有关重大资产重组事项终止后的战略安排，公司董事会认为：经过深入的市场调研和论证，公司认可能源储存产品与设备的发展前景，并将其作为公司产品转型升级的发展战略。在未来的经营中，公司将依据有关规则的规定适时采取其他方式寻求与包括菲兹索尼克公司在内的具有先进储能技术和生产能力的公司开展多种形式的合作，以在储能电池和储能设备领域寻求发展，不断提升上市公司的盈利能力和经营业绩，回报投资者。
